Release Date,Product Family,Product,Platform,Impact,Max Severity,Article,Article,Supercedence,Base Score
"Jul 12, 2022",Windows,Windows RT 8.1,,Denial of Service,Important,5015874,https://support.microsoft.com/help/5015874,5014738,7.5
"Jul 12, 2022",Windows,Windows 8.1 for x64-based systems,,Denial of Service,Important,5015874,https://support.microsoft.com/help/5015874,5014738,7.5
"Jul 12, 2022",Windows,Windows 8.1 for x64-based systems,,Denial of Service,Important,5015877,https://support.microsoft.com/help/5015877,,7.5
"Jul 12, 2022",Windows,Windows 8.1 for 32-bit systems,,Denial of Service,Important,5015874,https://support.microsoft.com/help/5015874,5014738,7.5
"Jul 12, 2022",Windows,Windows 8.1 for 32-bit systems,,Denial of Service,Important,5015877,https://support.microsoft.com/help/5015877,,7.5
"Jul 12, 2022",Windows,Windows Server 2016 (Server Core installation),,Denial of Service,Important,5015808,https://support.microsoft.com/help/5015808,5014702,7.5
"Jul 12, 2022",Windows,Windows Server 2016,,Denial of Service,Important,5015808,https://support.microsoft.com/help/5015808,5014702,7.5
"Jul 12, 2022",Windows,Windows 10 Version 1607 for x64-based Systems,,Denial of Service,Important,5015808,https://support.microsoft.com/help/5015808,5014702,7.5
"Jul 12, 2022",Windows,Windows 10 Version 1607 for 32-bit Systems,,Denial of Service,Important,5015808,https://support.microsoft.com/help/5015808,5014702,7.5
"Jul 12, 2022",Windows,Windows 10 for x64-based Systems,,Denial of Service,Important,5015832,https://support.microsoft.com/help/5015832,5014710,7.5
"Jul 12, 2022",Windows,Windows 10 for 32-bit Systems,,Denial of Service,Important,5015832,https://support.microsoft.com/help/5015832,5014710,7.5
"Jul 12, 2022",Windows,Windows 10 Version 21H2 for x64-based Systems,,Denial of Service,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.5
"Jul 12, 2022",Windows,Windows 10 Version 21H2 for ARM64-based Systems,,Denial of Service,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.5
"Jul 12, 2022",Windows,Windows 10 Version 21H2 for 32-bit Systems,,Denial of Service,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.5
"Jul 12, 2022",Windows,Windows 11 for ARM64-based Systems,,Denial of Service,Important,5015814,https://support.microsoft.com/help/5015814,5014688,7.5
"Jul 12, 2022",Windows,Windows 11 for x64-based Systems,,Denial of Service,Important,5015814,https://support.microsoft.com/help/5015814,5014688,7.5
"Jul 12, 2022",Windows,"Windows Server, version 20H2 (Server Core Installation)",,Denial of Service,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.5
"Jul 12, 2022",Windows,Windows 10 Version 20H2 for ARM64-based Systems,,Denial of Service,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.5
"Jul 12, 2022",Windows,Windows 10 Version 20H2 for 32-bit Systems,,Denial of Service,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.5
"Jul 12, 2022",Windows,Windows 10 Version 20H2 for x64-based Systems,,Denial of Service,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.5
"Jul 12, 2022",Windows,Windows Server 2022 (Server Core installation),,Denial of Service,Important,5015827,https://support.microsoft.com/help/5015827,5014678,7.5
"Jul 12, 2022",Windows,Windows Server 2022,,Denial of Service,Important,5015827,https://support.microsoft.com/help/5015827,5014678,7.5
"Jul 12, 2022",Windows,Windows 10 Version 21H1 for 32-bit Systems,,Denial of Service,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.5
"Jul 12, 2022",Windows,Windows 10 Version 21H1 for ARM64-based Systems,,Denial of Service,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.5
"Jul 12, 2022",Windows,Windows 10 Version 21H1 for x64-based Systems,,Denial of Service,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.5
"Jul 12, 2022",Windows,Windows Server 2019 (Server Core installation),,Denial of Service,Important,5015811,https://support.microsoft.com/help/5015811,5014692,7.5
"Jul 12, 2022",Windows,Windows Server 2019,,Denial of Service,Important,5015811,https://support.microsoft.com/help/5015811,5014692,7.5
"Jul 12, 2022",Windows,Windows 10 Version 1809 for ARM64-based Systems,,Denial of Service,Important,5015811,https://support.microsoft.com/help/5015811,5014692,7.5
"Jul 12, 2022",Windows,Windows 10 Version 1809 for x64-based Systems,,Denial of Service,Important,5015811,https://support.microsoft.com/help/5015811,5014692,7.5
"Jul 12, 2022",Windows,Windows 10 Version 1809 for 32-bit Systems,,Denial of Service,Important,5015811,https://support.microsoft.com/help/5015811,5014692,7.5
"Jul 12, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Security Feature Bypass,Important,5015874,https://support.microsoft.com/help/5015874,5014738,6.6
"Jul 12, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Security Feature Bypass,Important,5015877,https://support.microsoft.com/help/5015877,,6.6
"Jul 12, 2022",Windows,Windows Server 2012 R2,,Security Feature Bypass,Important,5015874,https://support.microsoft.com/help/5015874,5014738,6.6
"Jul 12, 2022",Windows,Windows Server 2012 R2,,Security Feature Bypass,Important,5015877,https://support.microsoft.com/help/5015877,,6.6
"Jul 12, 2022",Windows,Windows Server 2012 (Server Core installation),,Security Feature Bypass,Important,5015863,https://support.microsoft.com/help/5015863,5014747,6.6
"Jul 12, 2022",Windows,Windows Server 2012 (Server Core installation),,Security Feature Bypass,Important,5015875,https://support.microsoft.com/help/5015875,,6.6
"Jul 12, 2022",Windows,Windows Server 2012,,Security Feature Bypass,Important,5015863,https://support.microsoft.com/help/5015863,5014747,6.6
"Jul 12, 2022",Windows,Windows Server 2012,,Security Feature Bypass,Important,5015875,https://support.microsoft.com/help/5015875,,6.6
"Jul 12, 2022",Windows,Windows RT 8.1,,Security Feature Bypass,Important,5015874,https://support.microsoft.com/help/5015874,5014738,6.6
"Jul 12, 2022",Windows,Windows 8.1 for x64-based systems,,Security Feature Bypass,Important,5015874,https://support.microsoft.com/help/5015874,5014738,6.6
"Jul 12, 2022",Windows,Windows 8.1 for x64-based systems,,Security Feature Bypass,Important,5015877,https://support.microsoft.com/help/5015877,,6.6
"Jul 12, 2022",Windows,Windows 8.1 for 32-bit systems,,Security Feature Bypass,Important,5015874,https://support.microsoft.com/help/5015874,5014738,6.6
"Jul 12, 2022",Windows,Windows 8.1 for 32-bit systems,,Security Feature Bypass,Important,5015877,https://support.microsoft.com/help/5015877,,6.6
"Jul 12, 2022",Windows,Windows Server 2016 (Server Core installation),,Security Feature Bypass,Important,5015808,https://support.microsoft.com/help/5015808,5014702,6.6
"Jul 12, 2022",Windows,Windows Server 2016,,Security Feature Bypass,Important,5015808,https://support.microsoft.com/help/5015808,5014702,6.6
"Jul 12, 2022",Windows,Windows 10 Version 1607 for x64-based Systems,,Security Feature Bypass,Important,5015808,https://support.microsoft.com/help/5015808,5014702,6.6
"Jul 12, 2022",Windows,Windows 10 Version 1607 for 32-bit Systems,,Security Feature Bypass,Important,5015808,https://support.microsoft.com/help/5015808,5014702,6.6
"Jul 12, 2022",Windows,Windows 10 for x64-based Systems,,Security Feature Bypass,Important,5015832,https://support.microsoft.com/help/5015832,5014710,6.6
"Jul 12, 2022",Windows,Windows 10 for 32-bit Systems,,Security Feature Bypass,Important,5015832,https://support.microsoft.com/help/5015832,5014710,6.6
"Jul 12, 2022",Windows,Windows 10 Version 21H2 for x64-based Systems,,Security Feature Bypass,Important,5015807,https://support.microsoft.com/help/5015807,5014699,6.6
"Jul 12, 2022",Windows,Windows 10 Version 21H2 for ARM64-based Systems,,Security Feature Bypass,Important,5015807,https://support.microsoft.com/help/5015807,5014699,6.6
"Jul 12, 2022",Windows,Windows 10 Version 21H2 for 32-bit Systems,,Security Feature Bypass,Important,5015807,https://support.microsoft.com/help/5015807,5014699,6.6
"Jul 12, 2022",Windows,Windows 11 for ARM64-based Systems,,Security Feature Bypass,Important,5015814,https://support.microsoft.com/help/5015814,5014688,6.6
"Jul 12, 2022",Windows,Windows 11 for x64-based Systems,,Security Feature Bypass,Important,5015814,https://support.microsoft.com/help/5015814,5014688,6.6
"Jul 12, 2022",Windows,"Windows Server, version 20H2 (Server Core Installation)",,Security Feature Bypass,Important,5015807,https://support.microsoft.com/help/5015807,5014699,6.6
"Jul 12, 2022",Windows,Windows 10 Version 20H2 for ARM64-based Systems,,Security Feature Bypass,Important,5015807,https://support.microsoft.com/help/5015807,5014699,6.6
"Jul 12, 2022",Windows,Windows 10 Version 20H2 for 32-bit Systems,,Security Feature Bypass,Important,5015807,https://support.microsoft.com/help/5015807,5014699,6.6
"Jul 12, 2022",Windows,Windows 10 Version 20H2 for x64-based Systems,,Security Feature Bypass,Important,5015807,https://support.microsoft.com/help/5015807,5014699,6.6
"Jul 12, 2022",Windows,Windows Server 2022 (Server Core installation),,Security Feature Bypass,Important,5015827,https://support.microsoft.com/help/5015827,5014678,6.6
"Jul 12, 2022",Windows,Windows Server 2022,,Security Feature Bypass,Important,5015827,https://support.microsoft.com/help/5015827,5014678,6.6
"Jul 12, 2022",Windows,Windows 10 Version 21H1 for 32-bit Systems,,Security Feature Bypass,Important,5015807,https://support.microsoft.com/help/5015807,5014699,6.6
"Jul 12, 2022",Windows,Windows 10 Version 21H1 for ARM64-based Systems,,Security Feature Bypass,Important,5015807,https://support.microsoft.com/help/5015807,5014699,6.6
"Jul 12, 2022",Windows,Windows 10 Version 21H1 for x64-based Systems,,Security Feature Bypass,Important,5015807,https://support.microsoft.com/help/5015807,5014699,6.6
"Jul 12, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Elevation of Privilege,Important,5015874,https://support.microsoft.com/help/5015874,5014738,7.1
"Jul 12, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Elevation of Privilege,Important,5015877,https://support.microsoft.com/help/5015877,,7.1
"Jul 12, 2022",Windows,Windows Server 2012 R2,,Elevation of Privilege,Important,5015874,https://support.microsoft.com/help/5015874,5014738,7.1
"Jul 12, 2022",Windows,Windows Server 2012 R2,,Elevation of Privilege,Important,5015877,https://support.microsoft.com/help/5015877,,7.1
"Jul 12, 2022",Windows,Windows Server 2012 (Server Core installation),,Elevation of Privilege,Important,5015863,https://support.microsoft.com/help/5015863,5014747,7.1
"Jul 12, 2022",Windows,Windows Server 2012 (Server Core installation),,Elevation of Privilege,Important,5015875,https://support.microsoft.com/help/5015875,,7.1
"Jul 12, 2022",Windows,Windows Server 2012,,Elevation of Privilege,Important,5015863,https://support.microsoft.com/help/5015863,5014747,7.1
"Jul 12, 2022",Windows,Windows Server 2012,,Elevation of Privilege,Important,5015875,https://support.microsoft.com/help/5015875,,7.1
"Jul 12, 2022",Windows,Windows Server 2019 (Server Core installation),,Security Feature Bypass,Important,5015811,https://support.microsoft.com/help/5015811,5014692,6.6
"Jul 12, 2022",Windows,Windows Server 2019,,Security Feature Bypass,Important,5015811,https://support.microsoft.com/help/5015811,5014692,6.6
"Jul 12, 2022",Windows,Windows 10 Version 1809 for ARM64-based Systems,,Security Feature Bypass,Important,5015811,https://support.microsoft.com/help/5015811,5014692,6.6
"Jul 12, 2022",Windows,Windows 10 Version 1809 for x64-based Systems,,Security Feature Bypass,Important,5015811,https://support.microsoft.com/help/5015811,5014692,6.6
"Jul 12, 2022",Windows,Windows 10 Version 1809 for 32-bit Systems,,Security Feature Bypass,Important,5015811,https://support.microsoft.com/help/5015811,5014692,6.6
"Jul 12, 2022",Windows,Windows RT 8.1,,Elevation of Privilege,Important,5015874,https://support.microsoft.com/help/5015874,5014738,7.1
"Jul 12, 2022",Windows,Windows 8.1 for x64-based systems,,Elevation of Privilege,Important,5015874,https://support.microsoft.com/help/5015874,5014738,7.1
"Jul 12, 2022",Windows,Windows 8.1 for x64-based systems,,Elevation of Privilege,Important,5015877,https://support.microsoft.com/help/5015877,,7.1
"Jul 12, 2022",Windows,Windows 8.1 for 32-bit systems,,Elevation of Privilege,Important,5015874,https://support.microsoft.com/help/5015874,5014738,7.1
"Jul 12, 2022",Windows,Windows 8.1 for 32-bit systems,,Elevation of Privilege,Important,5015877,https://support.microsoft.com/help/5015877,,7.1
"Jul 12, 2022",Windows,Windows Server 2016 (Server Core installation),,Elevation of Privilege,Important,5015808,https://support.microsoft.com/help/5015808,5014702,7.1
"Jul 12, 2022",Windows,Windows Server 2016,,Elevation of Privilege,Important,5015808,https://support.microsoft.com/help/5015808,5014702,7.1
"Jul 12, 2022",Windows,Windows 10 Version 1607 for x64-based Systems,,Elevation of Privilege,Important,5015808,https://support.microsoft.com/help/5015808,5014702,7.1
"Jul 12, 2022",Windows,Windows 10 Version 1607 for 32-bit Systems,,Elevation of Privilege,Important,5015808,https://support.microsoft.com/help/5015808,5014702,7.1
"Jul 12, 2022",Windows,Windows 10 for x64-based Systems,,Elevation of Privilege,Important,5015832,https://support.microsoft.com/help/5015832,5014710,7.1
"Jul 12, 2022",Windows,Windows 10 for 32-bit Systems,,Elevation of Privilege,Important,5015832,https://support.microsoft.com/help/5015832,5014710,7.1
"Jul 12, 2022",Windows,Windows 10 Version 21H2 for x64-based Systems,,Elevation of Privilege,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.1
"Jul 12, 2022",Windows,Windows 10 Version 21H2 for ARM64-based Systems,,Elevation of Privilege,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.1
"Jul 12, 2022",Windows,Windows 10 Version 21H2 for 32-bit Systems,,Elevation of Privilege,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.1
"Jul 12, 2022",Windows,Windows 11 for ARM64-based Systems,,Elevation of Privilege,Important,5015814,https://support.microsoft.com/help/5015814,5014688,7.1
"Jul 12, 2022",Windows,Windows 11 for x64-based Systems,,Elevation of Privilege,Important,5015814,https://support.microsoft.com/help/5015814,5014688,7.1
"Jul 12, 2022",Windows,"Windows Server, version 20H2 (Server Core Installation)",,Elevation of Privilege,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.1
"Jul 12, 2022",Windows,Windows 10 Version 20H2 for ARM64-based Systems,,Elevation of Privilege,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.1
"Jul 12, 2022",Windows,Windows 10 Version 20H2 for 32-bit Systems,,Elevation of Privilege,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.1
"Jul 12, 2022",Windows,Windows 10 Version 20H2 for x64-based Systems,,Elevation of Privilege,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.1
"Jul 12, 2022",Windows,Windows Server 2022 (Server Core installation),,Elevation of Privilege,Important,5015827,https://support.microsoft.com/help/5015827,5014678,7.1
"Jul 12, 2022",Windows,Windows Server 2022,,Elevation of Privilege,Important,5015827,https://support.microsoft.com/help/5015827,5014678,7.1
"Jul 12, 2022",Windows,Windows 10 Version 21H1 for 32-bit Systems,,Elevation of Privilege,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.1
"Jul 12, 2022",Windows,Windows 10 Version 21H1 for ARM64-based Systems,,Elevation of Privilege,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.1
"Jul 12, 2022",Windows,Windows 10 Version 21H1 for x64-based Systems,,Elevation of Privilege,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.1
"Jul 12, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Denial of Service,Important,5015874,https://support.microsoft.com/help/5015874,5014738,7.1
"Jul 12, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Denial of Service,Important,5015877,https://support.microsoft.com/help/5015877,,7.1
"Jul 12, 2022",Windows,Windows Server 2012 R2,,Denial of Service,Important,5015874,https://support.microsoft.com/help/5015874,5014738,7.1
"Jul 12, 2022",Windows,Windows Server 2012 R2,,Denial of Service,Important,5015877,https://support.microsoft.com/help/5015877,,7.1
"Jul 12, 2022",Windows,Windows Server 2012 (Server Core installation),,Denial of Service,Important,5015863,https://support.microsoft.com/help/5015863,5014747,7.1
"Jul 12, 2022",Windows,Windows Server 2012 (Server Core installation),,Denial of Service,Important,5015875,https://support.microsoft.com/help/5015875,,7.1
"Jul 12, 2022",Windows,Windows Server 2012,,Denial of Service,Important,5015863,https://support.microsoft.com/help/5015863,5014747,7.1
"Jul 12, 2022",Windows,Windows Server 2012,,Denial of Service,Important,5015875,https://support.microsoft.com/help/5015875,,7.1
"Jul 12, 2022",Windows,Windows Server 2019 (Server Core installation),,Elevation of Privilege,Important,5015811,https://support.microsoft.com/help/5015811,5014692,7.1
"Jul 12, 2022",Windows,Windows Server 2019,,Elevation of Privilege,Important,5015811,https://support.microsoft.com/help/5015811,5014692,7.1
"Jul 12, 2022",Windows,Windows 10 Version 1809 for ARM64-based Systems,,Elevation of Privilege,Important,5015811,https://support.microsoft.com/help/5015811,5014692,7.1
"Jul 12, 2022",Windows,Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Important,5015811,https://support.microsoft.com/help/5015811,5014692,7.1
"Jul 12, 2022",Windows,Windows 10 Version 1809 for 32-bit Systems,,Elevation of Privilege,Important,5015811,https://support.microsoft.com/help/5015811,5014692,7.1
"Jul 12, 2022",Windows,Windows RT 8.1,,Denial of Service,Important,5015874,https://support.microsoft.com/help/5015874,5014738,7.1
"Jul 12, 2022",Windows,Windows 8.1 for x64-based systems,,Denial of Service,Important,5015874,https://support.microsoft.com/help/5015874,5014738,7.1
"Jul 12, 2022",Windows,Windows 8.1 for x64-based systems,,Denial of Service,Important,5015877,https://support.microsoft.com/help/5015877,,7.1
"Jul 12, 2022",Windows,Windows 8.1 for 32-bit systems,,Denial of Service,Important,5015874,https://support.microsoft.com/help/5015874,5014738,7.1
"Jul 12, 2022",Windows,Windows 8.1 for 32-bit systems,,Denial of Service,Important,5015877,https://support.microsoft.com/help/5015877,,7.1
"Jul 12, 2022",Windows,Windows Server 2016 (Server Core installation),,Denial of Service,Important,5015808,https://support.microsoft.com/help/5015808,5014702,7.1
"Jul 12, 2022",Windows,Windows Server 2016,,Denial of Service,Important,5015808,https://support.microsoft.com/help/5015808,5014702,7.1
"Jul 12, 2022",Windows,Windows 10 Version 21H2 for 32-bit Systems,,Elevation of Privilege,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.1
"Jul 12, 2022",Windows,"Windows Server, version 20H2 (Server Core Installation)",,Denial of Service,Important,5015807,https://support.microsoft.com/help/5015807,5014699,7.1
"Jul 12, 2022",Windows,Windows Server 2022 (Server Core installation),,Denial of Service,Important,5015827,https://support.microsoft.com/help/5015827,5014678,7.1
"Jul 12, 2022",Windows,Windows Server 2022,,Denial of Service,Important,5015827,https://support.microsoft.com/help/5015827,5014678,7.1
"Jul 12, 2022",Windows,Windows Server 2019 (Server Core installation),,Denial of Service,Important,5015811,https://support.microsoft.com/help/5015811,5014692,7.1
"Jul 12, 2022",Windows,Windows Server 2019,,Denial of Service,Important,5015811,https://support.microsoft.com/help/5015811,5014692,7.1
"Jul 12, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Information Disclosure,Important,5015874,https://support.microsoft.com/help/5015874,5014738,5.7
"Jul 12, 2022",Windows,Windows Server 2012 R2 (Server Core installation),,Information Disclosure,Important,5015877,https://support.microsoft.com/help/5015877,,5.7
"Jul 12, 2022",Windows,Windows Server 2012 R2,,Information Disclosure,Important,5015874,https://support.microsoft.com/help/5015874,5014738,5.7
"Jul 12, 2022",Windows,Windows Server 2012 R2,,Information Disclosure,Important,5015877,https://support.microsoft.com/help/5015877,,5.7
"Jul 12, 2022",Windows,Windows Server 2012 (Server Core installation),,Information Disclosure,Important,5015863,https://support.microsoft.com/help/5015863,5014747,5.7
"Jul 12, 2022",Windows,Windows Server 2012 (Server Core installation),,Information Disclosure,Important,5015875,https://support.microsoft.com/help/5015875,,5.7
"Jul 12, 2022",Windows,Windows Server 2012,,Information Disclosure,Important,5015863,https://support.microsoft.com/help/5015863,5014747,5.7
"Jul 12, 2022",Windows,Windows Server 2012,,Information Disclosure,Important,5015875,https://support.microsoft.com/help/5015875,,5.7
"Jul 12, 2022",Windows,Windows 8.1 for x64-based systems,,Information Disclosure,Important,5015874,https://support.microsoft.com/help/5015874,5014738,5.7
"Jul 12, 2022",Windows,Windows 8.1 for x64-based systems,,Information Disclosure,Important,5015877,https://support.microsoft.com/help/5015877,,5.7
"Jul 12, 2022",Windows,Windows Server 2016 (Server Core installation),,Information Disclosure,Important,5015808,https://support.microsoft.com/help/5015808,5014702,5.7
"Jul 12, 2022",Windows,Windows Server 2016,,Information Disclosure,Important,5015808,https://support.microsoft.com/help/5015808,5014702,5.7
"Jul 12, 2022",Windows,Windows 10 Version 1607 for x64-based Systems,,Information Disclosure,Important,5015808,https://support.microsoft.com/help/5015808,5014702,5.7
"Jul 12, 2022",Windows,Windows 10 for x64-based Systems,,Information Disclosure,Important,5015832,https://support.microsoft.com/help/5015832,5014710,5.7
"Jul 12, 2022",Windows,Windows 10 Version 21H2 for x64-based Systems,,Information Disclosure,Important,5015807,https://support.microsoft.com/help/5015807,5014699,5.7
"Jul 12, 2022",Windows,Windows 11 for x64-based Systems,,Information Disclosure,Important,5015814,https://support.microsoft.com/help/5015814,5014688,5.7
"Jul 12, 2022",Windows,"Windows Server, version 20H2 (Server Core Installation)",,Information Disclosure,Important,5015807,https://support.microsoft.com/help/5015807,5014699,5.7
"Jul 12, 2022",Windows,Windows 10 Version 20H2 for x64-based Systems,,Information Disclosure,Important,5015807,https://support.microsoft.com/help/5015807,5014699,5.7
"Jul 12, 2022",Windows,Windows Server 2022 (Server Core installation),,Information Disclosure,Important,5015827,https://support.microsoft.com/help/5015827,5014678,5.7
"Jul 12, 2022",Windows,Windows Server 2022,,Information Disclosure,Important,5015827,https://support.microsoft.com/help/5015827,5014678,5.7
"Jul 12, 2022",Windows,Windows 10 Version 21H1 for x64-based Systems,,Information Disclosure,Important,5015807,https://support.microsoft.com/help/5015807,5014699,5.7
"Jul 12, 2022",Windows,Windows Server 2019 (Server Core installation),,Information Disclosure,Important,5015811,https://support.microsoft.com/help/5015811,5014692,5.7
"Jul 12, 2022",Windows,Windows Server 2019,,Information Disclosure,Important,5015811,https://support.microsoft.com/help/5015811,5014692,5.7
"Jul 12, 2022",Windows,Windows Server 2016 (Server Core installation),,Remote Code Execution,Important,5015808,https://support.microsoft.com/help/5015808,5014702,8.4
"Jul 12, 2022",Windows,Windows Server 2016,,Remote Code Execution,Important,5015808,https://support.microsoft.com/help/5015808,5014702,8.4
"Jul 12, 2022",Windows,Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Important,5015811,https://support.microsoft.com/help/5015811,5014692,5.7
"Jul 12, 2022",Windows,Windows 10 Version 1607 for x64-based Systems,,Remote Code Execution,Important,5015808,https://support.microsoft.com/help/5015808,5014702,8.4
"Jul 12, 2022",Windows,Windows 10 Version 1607 for 32-bit Systems,,Remote Code Execution,Important,5015808,https://support.microsoft.com/help/5015808,5014702,8.4
"Jul 12, 2022",Windows,Windows 10 Version 21H2 for x64-based Systems,,Remote Code Execution,Important,5015807,https://support.microsoft.com/help/5015807,5014699,8.4
"Jul 12, 2022",Windows,Windows 10 Version 21H2 for ARM64-based Systems,,Remote Code Execution,Important,5015807,https://support.microsoft.com/help/5015807,5014699,8.4
"Jul 12, 2022",Windows,Windows 10 Version 21H2 for 32-bit Systems,,Remote Code Execution,Important,5015807,https://support.microsoft.com/help/5015807,5014699,8.4
"Jul 12, 2022",Windows,Windows 11 for ARM64-based Systems,,Remote Code Execution,Important,5015814,https://support.microsoft.com/help/5015814,5014688,8.4
"Jul 12, 2022",Windows,Windows 11 for x64-based Systems,,Remote Code Execution,Important,5015814,https://support.microsoft.com/help/5015814,5014688,8.4
"Jul 12, 2022",Windows,"Windows Server, version 20H2 (Server Core Installation)",,Remote Code Execution,Important,5015807,https://support.microsoft.com/help/5015807,5014699,8.4
"Jul 12, 2022",Windows,Windows 10 Version 20H2 for ARM64-based Systems,,Remote Code Execution,Important,5015807,https://support.microsoft.com/help/5015807,5014699,8.4
"Jul 12, 2022",Windows,Windows 10 Version 20H2 for 32-bit Systems,,Remote Code Execution,Important,5015807,https://support.microsoft.com/help/5015807,5014699,8.4
"Jul 12, 2022",Windows,Windows 10 Version 20H2 for x64-based Systems,,Remote Code Execution,Important,5015807,https://support.microsoft.com/help/5015807,5014699,8.4
"Jul 12, 2022",Windows,Windows Server 2022 (Server Core installation),,Remote Code Execution,Important,5015827,https://support.microsoft.com/help/5015827,5014678,8.4
"Jul 12, 2022",Windows,Windows Server 2022,,Remote Code Execution,Important,5015827,https://support.microsoft.com/help/5015827,5014678,8.4
"Jul 12, 2022",Windows,Windows 10 Version 21H1 for 32-bit Systems,,Remote Code Execution,Important,5015807,https://support.microsoft.com/help/5015807,5014699,8.4
"Jul 12, 2022",Windows,Windows 10 Version 21H1 for ARM64-based Systems,,Remote Code Execution,Important,5015807,https://support.microsoft.com/help/5015807,5014699,8.4
"Jul 12, 2022",Windows,Windows 10 Version 21H1 for x64-based Systems,,Remote Code Execution,Important,5015807,https://support.microsoft.com/help/5015807,5014699,8.4
"Jul 12, 2022",Windows,Windows Server 2019 (Server Core installation),,Remote Code Execution,Important,5015811,https://support.microsoft.com/help/5015811,5014692,8.4
"Jul 12, 2022",Windows,Windows Server 2019,,Remote Code Execution,Important,5015811,https://support.microsoft.com/help/5015811,5014692,8.4
"Jul 12, 2022",Windows,Windows 10 Version 1809 for ARM64-based Systems,,Remote Code Execution,Important,5015811,https://support.microsoft.com/help/5015811,5014692,8.4
"Jul 12, 2022",Windows,Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Important,5015811,https://support.microsoft.com/help/5015811,5014692,8.4
"Jul 12, 2022",Windows,Windows 10 Version 1809 for 32-bit Systems,,Remote Code Execution,Important,5015811,https://support.microsoft.com/help/5015811,5014692,8.4
"Jul 12, 2022",Windows,Windows 10 Version 21H2 for x64-based Systems,,Tampering,Important,5015807,https://support.microsoft.com/help/5015807,5014699,8.8
"Jul 12, 2022",Windows,Windows 10 Version 21H2 for ARM64-based Systems,,Tampering,Important,5015807,https://support.microsoft.com/help/5015807,5014699,8.8
"Jul 12, 2022",Windows,Windows 10 Version 21H2 for 32-bit Systems,,Tampering,Important,5015807,https://support.microsoft.com/help/5015807,5014699,8.8
"Jul 12, 2022",Windows,Windows 11 for ARM64-based Systems,,Tampering,Important,5015814,https://support.microsoft.com/help/5015814,5014688,8.8
"Jul 12, 2022",Windows,Windows 11 for x64-based Systems,,Tampering,Important,5015814,https://support.microsoft.com/help/5015814,5014688,8.8
"Jul 12, 2022",Windows,"Windows Server, version 20H2 (Server Core Installation)",,Tampering,Important,5015807,https://support.microsoft.com/help/5015807,5014699,8.8
"Jul 12, 2022",Windows,Windows 10 Version 20H2 for ARM64-based Systems,,Tampering,Important,5015807,https://support.microsoft.com/help/5015807,5014699,8.8
"Jul 12, 2022",Windows,Windows 10 Version 20H2 for 32-bit Systems,,Tampering,Important,5015807,https://support.microsoft.com/help/5015807,5014699,8.8
"Jul 12, 2022",Windows,Windows 10 Version 20H2 for x64-based Systems,,Tampering,Important,5015807,https://support.microsoft.com/help/5015807,5014699,8.8
"Jul 12, 2022",Windows,Windows Server 2022 (Server Core installation),,Tampering,Important,5015827,https://support.microsoft.com/help/5015827,5014678,8.8
"Jul 12, 2022",Windows,Windows Server 2022,,Tampering,Important,5015827,https://support.microsoft.com/help/5015827,5014678,8.8
"Jul 12, 2022",Windows,Windows 10 Version 21H1 for 32-bit Systems,,Tampering,Important,5015807,https://support.microsoft.com/help/5015807,5014699,8.8
"Jul 12, 2022",Windows,Windows 10 Version 21H1 for ARM64-based Systems,,Tampering,Important,5015807,https://support.microsoft.com/help/5015807,5014699,8.8
"Jul 12, 2022",Windows,Windows 10 Version 21H1 for x64-based Systems,,Tampering,Important,5015807,https://support.microsoft.com/help/5015807,5014699,8.8
"Jul 12, 2022",Windows,Windows Server 2016 (Server Core installation),,Remote Code Execution,Important,5015808,https://support.microsoft.com/help/5015808,5014702,6.6
